UID,Response ID,Time Started,Date Submitted,Status,Your birth YEAR (Ex. 1988),Your AVANCE site: ,Sonoma Sites,San Antonio Sites,Hidalgo Sites,Houston Sites,Dallas Sites,Austin Sites,Starr/Zapata Sites,"P-C Interactions, ECLS-B...15","P-C Interactions, ECLS-B...16","P-C Interactions, ECLS-B...17","P-C Interactions, ECLS-B...18","P-C Interactions, HOME...19","P-C Interactions, HOME...20",Parental Stress_PSOC #1,Parental Stress_PSOC #2,Parental Stress_PSOC #3,Parental Stress_PSOC #5,Parental Stress_PSOC #8,Parental Stress_PSOC #10,Parental Stress_PSOC #13,Parental Stress_PSOC #15,Parental Stress_PSOC #16,Parental Stress_PSOC #17,"P-C Interactions, FIQ SBI1","P-C Interactions, FIQ SBI2","P-C Interactions, FIQ SBI3","P-C Interactions, FIQ SBI4","P-C Interactions, FIQ HBI1","P-C Interactions, FIQ HBI2","P-C Interactions, FIQ HBI3","P-C Interactions, FIQ HBI4","P-C Interactions, FIQ HBI5","P-C Interactions, FIQ HBI6","P-C Interactions, FIQ HBI8","P-C Interactions, FIQ HBI9","P-C Interactions, FIQ HBI10","P-C Interactions, FIQ HBI11","P-C Interactions, FIQ HBI12","P-C Interactions, FIQ HBI13","P-C Interactions, FIQ HSC3","P-C Interactions, FIQ HSC4","P-C Interactions, FIQ HSC5","P-C Interactions, FIQ HSC6","P-C Interactions, FIQ HSC7",Efficacy FES1,Efficacy FES3,Efficacy FES4,Efficacy FES6,Efficacy FES7,Efficacy FES9,Efficacy FES10,Efficacy FES11,Efficacy FES14,Belonging SCS1,Belonging SCS2,Belonging SCS3,Belonging SCS4,Belonging SCS5,Belonging SCS6,Belonging SCS7,Belonging SCS10,Belonging SCS11,Kinder Readiness SPEAK1,Kinder Readiness SPEAK2,Kinder Readiness SPEAK3,Kinder Readiness SPEAK4,Kinder Readiness SPEAK5,Kinder Readiness SPEAK6 - REVERSE,Kinder Readiness SPEAK7 - REVERSE,Kinder Readiness SPEAK9,Kinder Readiness SPEAK10,Kinder Readiness SPEAK11,Kinder Readiness SPEAK12,Kinder Readiness SPEAK13,Kinder Readiness SPEAK13 - REVERSE,Kinder Readiness SPEAK14,Kinder Readiness SPEAK15,"TANF:Of the resources listed below, which are you familiar with? (Check all that apply.) ","Food Stamps:Of the resources listed below, which are you familiar with? (Check all that apply.) ","Health Care:Of the resources listed below, which are you familiar with? (Check all that apply.) ","Health Clinics:Of the resources listed below, which are you familiar with? (Check all that apply.) ","Family Planning:Of the resources listed below, which are you familiar with? (Check all that apply.) ","Alcoholics Anonymous:Of the resources listed below, which are you familiar with? (Check all that apply.) ","Parents Anonymous:Of the resources listed below, which are you familiar with? (Check all that apply.) ","Police/Fire Department:Of the resources listed below, which are you familiar with? (Check all that apply.) ","U.S. Citizenship and Immigration Services:Of the resources listed below, which are you familiar with? (Check all that apply.) ","IRS- Earned Income Credit:Of the resources listed below, which are you familiar with? (Check all that apply.) ","Head Start/Early Head Start:Of the resources listed below, which are you familiar with? (Check all that apply.) ","CCMS- Child Care Management System:Of the resources listed below, which are you familiar with? (Check all that apply.) ","Early Childhood Intervention (ECI):Of the resources listed below, which are you familiar with? (Check all that apply.) ","Local Community Colleges:Of the resources listed below, which are you familiar with? (Check all that apply.) ","Public Library:Of the resources listed below, which are you familiar with? (Check all that apply.) ","Adult Literacy Programs:Of the resources listed below, which are you familiar with? (Check all that apply.) ","Career Readiness:Of the resources listed below, which are you familiar with? (Check all that apply.) ","Banks- Financial Literacy:Of the resources listed below, which are you familiar with? (Check all that apply.) ","Domestic Violence Shelter:Of the resources listed below, which are you familiar with? (Check all that apply.) ","Child Abuse Prevention:Of the resources listed below, which are you familiar with? (Check all that apply.) ","Youth Development Programs:Of the resources listed below, which are you familiar with? (Check all that apply.) ","Counseling / Therapy:Of the resources listed below, which are you familiar with? (Check all that apply.) ","Other - Write In:Of the resources listed below, which are you familiar with? (Check all that apply.) ...107","Other - Write In:Of the resources listed below, which are you familiar with? (Check all that apply.) ...108","TANF:Of the resources you are familiar with, which have you used? (Check all that apply.) ","Food Stamps:Of the resources you are familiar with, which have you used? (Check all that apply.) ","Health Care:Of the resources you are familiar with, which have you used? (Check all that apply.) ","Health Clinics:Of the resources you are familiar with, which have you used? (Check all that apply.) ","Family Planning:Of the resources you are familiar with, which have you used? (Check all that apply.) ","Alcoholics Anonymous:Of the resources you are familiar with, which have you used? (Check all that apply.) ","Parents Anonymous:Of the resources you are familiar with, which have you used? (Check all that apply.) ","Police/Fire Department:Of the resources you are familiar with, which have you used? (Check all that apply.) ","U.S. Citizenship and Immigration Services:Of the resources you are familiar with, which have you used? (Check all that apply.) ","IRS- Earned Income Credit:Of the resources you are familiar with, which have you used? (Check all that apply.) ","Head Start/Early Head Start:Of the resources you are familiar with, which have you used? (Check all that apply.) ","CCMS- Child Care Management System:Of the resources you are familiar with, which have you used? (Check all that apply.) ","Early Childhood Intervention (ECI):Of the resources you are familiar with, which have you used? (Check all that apply.) ","Local Community Colleges:Of the resources you are familiar with, which have you used? (Check all that apply.) ","Public Library:Of the resources you are familiar with, which have you used? (Check all that apply.) ","Adult Literacy Programs:Of the resources you are familiar with, which have you used? (Check all that apply.) ","Career Readiness:Of the resources you are familiar with, which have you used? (Check all that apply.) ","Banks- Financial Literacy:Of the resources you are familiar with, which have you used? (Check all that apply.) ","Domestic Violence Shelter:Of the resources you are familiar with, which have you used? (Check all that apply.) ","Child Abuse Prevention:Of the resources you are familiar with, which have you used? (Check all that apply.) ","Youth Development Programs:Of the resources you are familiar with, which have you used? (Check all that apply.) ","Counseling / Therapy:Of the resources you are familiar with, which have you used? (Check all that apply.) ","Other - Write In:Of the resources you are familiar with, which have you used? (Check all that apply.) ...131","Other - Write In:Of the resources you are familiar with, which have you used? (Check all that apply.) ...132",Which of the following best describes your employment status at this time?,Do you have any interest in seeking employment or further education in the future?,"ESL Classes:Since you started with AVANCE, which of the following career or educational needs have been met?  (Check all that apply).","GED Classes:Since you started with AVANCE, which of the following career or educational needs have been met?  (Check all that apply).","Resume Support:Since you started with AVANCE, which of the following career or educational needs have been met?  (Check all that apply).","Interviewing Skills:Since you started with AVANCE, which of the following career or educational needs have been met?  (Check all that apply).","Finance/Accounting:Since you started with AVANCE, which of the following career or educational needs have been met?  (Check all that apply).","More information about my options:Since you started with AVANCE, which of the following career or educational needs have been met?  (Check all that apply).","Computer/Tech Literacy:Since you started with AVANCE, which of the following career or educational needs have been met?  (Check all that apply).","Other - Write In (Required):Since you started with AVANCE, which of the following career or educational needs have been met?  (Check all that apply)....142","Other - Write In (Required):Since you started with AVANCE, which of the following career or educational needs have been met?  (Check all that apply)....143",ESL Classes:In the future do you have any plans to pursue any of the following?  (Check all that apply).,Adult Basic Education:In the future do you have any plans to pursue any of the following?  (Check all that apply).,Interviewing Skills:In the future do you have any plans to pursue any of the following?  (Check all that apply).,Financial Literacy:In the future do you have any plans to pursue any of the following?  (Check all that apply).,Computer/Tech Literacy:In the future do you have any plans to pursue any of the following?  (Check all that apply).,GED:In the future do you have any plans to pursue any of the following?  (Check all that apply).,College/University:In the future do you have any plans to pursue any of the following?  (Check all that apply).,More information about my options:In the future do you have any plans to pursue any of the following?  (Check all that apply).,Other - Write In (Required):In the future do you have any plans to pursue any of the following?  (Check all that apply)....152,Other - Write In (Required):In the future do you have any plans to pursue any of the following?  (Check all that apply)....153,"Since you started with AVANCE, have you enrolled in or completed any additional educational programs?",GED:Which of the following educational programs have you begun or completed? (Check all that apply).,Certificate:Which of the following educational programs have you begun or completed? (Check all that apply).,Associates:Which of the following educational programs have you begun or completed? (Check all that apply).,Bachelors:Which of the following educational programs have you begun or completed? (Check all that apply).,Masters:Which of the following educational programs have you begun or completed? (Check all that apply).,Other - Write In:Which of the following educational programs have you begun or completed? (Check all that apply)....160,Other - Write In:Which of the following educational programs have you begun or completed? (Check all that apply)....161,"What is your average gross MONTHLY (not yearly) family income at this time?   (This is an estimate of how much money you make in a month for all family members in your household ex: $1,000 from all adults).  ","Now that vaccines for COVID-19 are available to all adults, are you willing to receive the vaccine?","On a scale of 1-10 (0 = not likely, 10 = very likely), how likely would you be to recommend this program to a friend or family member?"
NA,1,2021-05-10T08:36:12Z,2021-05-10T08:36:15Z,Partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,2021-05-10T08:36:20Z,2021-05-10T08:36:24Z,Partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A2482,3,2021-05-10T08:36:27Z,2021-05-10T08:52:04Z,Complete,1991,Hidalgo,NA,NA,Early Head Start,NA,NA,NA,NA,3 to 6 times a week,3 to 6 times a week,1 to 2 times a week,Every day,Parents should <strong>always</strong> spend time teaching their children,Always,Agree,Disagree,Strongly Disagree,Disagree,Somewhat Disagree,Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Always,Often,Always,Often,Always,Always,Always,Always,Always,Often,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Often,Always,Always,Often,Always,Always,Always,Sometimes,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,"As an infant, 0 to 6 months","As an infant, 0 to 6 months","As a toddler, 1 to 3 years",Agree,Neutral,Agree,Neutral,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,NA,Food Stamps,Health Care,NA,Family Planning,NA,NA,NA,U.S. Citizenship and Immigration Services,IRS- Earned Income Credit,Head Start/Early Head Start,NA,NA,NA,Public Library,NA,NA,NA,NA,NA,NA,Counseling / Therapy,NA,NA,NA,Food Stamps,Health Care,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Part-time or seasonal job,Yes,ESL Classes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,College/University,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,1400,Yes,10
A5478,4,2021-05-10T08:41:27Z,2021-05-10T09:08:29Z,Complete,1992,Hidalgo,NA,NA,EHS Child Care,NA,NA,NA,NA,Every day,1 to 2 times a week,Every day,1 to 2 times a week,Parents should <strong>always</strong> spend time teaching their children,NA,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,N/A,Sometimes,N/A,Rarely,Always,Always,Always,Often,Sometimes,Often,Sometimes,Often,Rarely,Rarely,Always,N/A,Sometimes,Always,Rarely,Rarely,Sometimes,Always,Always,Always,Always,Always,Sometimes,Never,Always,Sometimes,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,"As an infant, 0 to 6 months","As an infant, 0 to 6 months","As an infant, 0 to 6 months",Disagree,Disagree,Agree,Strongly Agree,Disagree,Neutral,Disagree,Agree,Disagree,Disagree,Disagree,Agree,NA,Food Stamps,Health Care,NA,Family Planning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food Stamps,Health Care,NA,Family Planning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unemployed (Not seeking employment),No,NA,NA,NA,NA,NA,NA,NA,Other - Write In (Required),N/A,ESL Classes,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,800,Yes,10
A4482,5,2021-05-10T08:47:37Z,2021-05-10T10:19:53Z,Partial,1994,Hidalgo,NA,NA,Early Head Start,NA,NA,NA,NA,3 to 6 times a week,1 to 2 times a week,3 to 6 times a week,3 to 6 times a week,Parents should <strong>always</strong> spend time teaching their children,Always,Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,N/A,Sometimes,N/A,N/A,Always,Always,Often,Always,Always,Often,Always,Always,Always,Always,Often,Often,Often,Often,Always,Often,Often,Always,Always,Always,Always,Always,Often,Always,Always,Always,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A5827,6,2021-05-10T08:56:07Z,2021-05-10T09:17:26Z,Complete,1988,Hidalgo,NA,NA,Early Head Start,NA,NA,NA,NA,3 to 6 times a week,3 to 6 times a week,3 to 6 times a week,Every day,Parents should <strong>always</strong> spend time teaching their children,NA,Agree,Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Sometimes,Always,Rarely,Rarely,Always,Often,Always,Always,Often,Often,Often,Always,Often,Always,Always,Always,Often,Always,Often,Always,Often,Always,Always,Always,Always,Never,Always,Always,Often,Often,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Agree,Agree,"As a toddler, 1 to 3 years","As an infant, 0 to 6 months","As a baby, 6 to 12 months",Disagree,Neutral,Disagree,Agree,Agree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,NA,Food Stamps,Health Care,NA,Family Planning,NA,NA,NA,NA,NA,Head Start/Early Head Start,NA,NA,NA,Public Library,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food Stamps,Health Care,NA,Family Planning,NA,NA,NA,NA,NA,Head Start/Early Head Start,NA,NA,NA,Public Library,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unemployed (Not seeking employment),Yes,ESL Classes,NA,NA,NA,NA,NA,NA,NA,NA,ESL Classes,NA,NA,NA,NA,GED,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Other - Write In,Clases inglés pero no las termine,1250,Yes,10
A1647,7,2021-05-10T08:57:37Z,2021-05-10T09:23:58Z,Complete,1984,Hidalgo,NA,NA,Early Head Start,NA,NA,NA,NA,1 to 2 times  a week,1 to 2 times a week,Every day,Every day,Parents should <strong>always</strong> spend time teaching their children,NA,Disagree,Agree,Somewhat Agree,Strongly Disagree,Agree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Agree,N/A,Always,Always,N/A,Sometimes,Sometimes,Sometimes,Sometimes,Often,Rarely,Sometimes,Always,Sometimes,Often,Often,Always,Always,Always,Always,Sometimes,Always,Often,Often,Always,Sometimes,Often,Always,Sometimes,Always,Often,Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Disagree,Agree,Slightly Disagree,Slightly Agree,"As an infant, 0 to 6 months","As an infant, 0 to 6 months","As a baby, 6 to 12 months",Disagree,Neutral,Agree,Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,NA,Food Stamps,Health Care,NA,NA,NA,NA,NA,NA,NA,NA,NA,Early Childhood Intervention (ECI),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food Stamps,Health Care,Health Clinics,NA,NA,NA,NA,NA,NA,NA,NA,Early Childhood Intervention (ECI),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unemployed (Currently seeking employment),Yes,ESL Classes,NA,NA,NA,NA,NA,Computer/Tech Literacy,Other - Write In (Required),Enfermeria,ESL Classes,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,960,Yes,10
NA,8,2021-05-10T08:59:01Z,2021-05-10T08:59:30Z,Partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A6665,9,2021-05-10T09:17:42Z,2021-05-10T09:34:00Z,Partial,1991,Hidalgo,NA,NA,Early Head Start,NA,NA,NA,NA,3 to 6 times a week,3 to 6 times a week,Every day,Every day,Parents should <strong>always</strong> spend time teaching their children,NA,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Somewhat Agree,N/A,Always,Always,N/A,Sometimes,Always,Always,Always,Sometimes,Always,Rarely,Often,Sometimes,Sometimes,Rarely,Always,Always,Always,Always,Always,Always,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,10,2021-05-10T09:24:24Z,2021-05-10T09:24:30Z,Partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
